Id,Pred
2016_1112_1114,9.16E-01
2016_1112_1122,9.56E-01
2016_1112_1124,3.87E-01
2016_1112_1138,6.02E-01
2016_1112_1139,7.08E-01
2016_1112_1143,5.55E-01
2016_1112_1151,5.93E-01
2016_1112_1153,6.19E-01
2016_1112_1160,7.86E-01
2016_1112_1163,6.43E-01
2016_1112_1167,4.63E-01
2016_1112_1173,4.17E-01
2016_1112_1181,3.56E-01
2016_1112_1192,9.56E-01
2016_1112_1195,9.44E-01
2016_1112_1201,7.94E-01
2016_1112_1211,5.39E-01
2016_1112_1214,9.34E-01
2016_1112_1218,8.43E-01
2016_1112_1221,9.53E-01
2016_1112_1231,4.14E-01
2016_1112_1233,9.29E-01
2016_1112_1234,4.97E-01
2016_1112_1235,5.10E-01
2016_1112_1242,2.69E-01
2016_1112_1246,4.27E-01
2016_1112_1268,4.49E-01
2016_1112_1274,3.06E-01
2016_1112_1276,5.13E-01
2016_1112_1277,3.70E-01
2016_1112_1292,6.43E-01
2016_1112_1314,4.32E-01
2016_1112_1320,7.87E-01
2016_1112_1323,6.64E-01
2016_1112_1328,3.52E-01
2016_1112_1332,3.74E-01
2016_1112_1333,4.72E-01
2016_1112_1338,4.85E-01
2016_1112_1344,8.08E-01
2016_1112_1345,4.23E-01
2016_1112_1355,7.19E-01
2016_1112_1371,6.35E-01
2016_1112_1372,7.13E-01
2016_1112_1380,9.07E-01
2016_1112_1386,4.20E-01
2016_1112_1392,6.77E-01
2016_1112_1393,5.95E-01
2016_1112_1396,8.65E-01
2016_1112_1400,5.82E-01
2016_1112_1401,4.84E-01
2016_1112_1403,5.10E-01
2016_1112_1409,8.35E-01
2016_1112_1421,8.81E-01
2016_1112_1423,8.56E-01
2016_1112_1425,5.94E-01
2016_1112_1428,6.20E-01
2016_1112_1433,6.80E-01
2016_1112_1435,5.15E-01
2016_1112_1437,2.80E-01
2016_1112_1438,4.17E-01
2016_1112_1451,8.38E-01
2016_1112_1452,3.91E-01
2016_1112_1453,7.50E-01
2016_1112_1455,6.07E-01
2016_1112_1458,8.02E-01
2016_1112_1462,2.95E-01
2016_1112_1463,5.56E-01
2016_1114_1122,6.49E-01
2016_1114_1124,1.85E-01
2016_1114_1138,2.59E-01
2016_1114_1139,1.78E-01
2016_1114_1143,2.66E-01
2016_1114_1151,1.90E-01
2016_1114_1153,3.38E-01
2016_1114_1160,1.85E-01
2016_1114_1163,3.33E-01
2016_1114_1167,2.22E-01
2016_1114_1173,1.15E-01
2016_1114_1181,6.69E-02
2016_1114_1192,6.41E-01
2016_1114_1195,4.27E-01
2016_1114_1201,2.50E-01
2016_1114_1211,7.57E-02
2016_1114_1214,6.06E-01
2016_1114_1218,2.61E-01
2016_1114_1221,9.01E-01
2016_1114_1231,1.08E-01
2016_1114_1233,5.44E-01
2016_1114_1234,9.32E-02
2016_1114_1235,1.00E-01
2016_1114_1242,7.49E-02
2016_1114_1246,1.25E-01
2016_1114_1268,1.45E-01
2016_1114_1274,8.32E-02
2016_1114_1276,2.16E-01
2016_1114_1277,4.76E-02
2016_1114_1292,2.11E-01
2016_1114_1314,6.18E-02
2016_1114_1320,4.52E-01
2016_1114_1323,7.38E-02
2016_1114_1328,1.37E-01
2016_1114_1332,7.08E-02
2016_1114_1333,1.13E-01
2016_1114_1338,1.47E-01
2016_1114_1344,2.68E-01
2016_1114_1345,1.12E-01
2016_1114_1355,1.33E-01
2016_1114_1371,1.26E-01
2016_1114_1372,3.12E-01
2016_1114_1380,5.17E-01
2016_1114_1386,8.59E-02
2016_1114_1392,1.02E-01
2016_1114_1393,1.56E-01
2016_1114_1396,2.20E-01
2016_1114_1400,1.65E-01
2016_1114_1401,1.24E-01
2016_1114_1403,9.16E-02
2016_1114_1409,3.47E-01
2016_1114_1421,5.06E-01
2016_1114_1423,2.72E-01
2016_1114_1425,1.02E-01
2016_1114_1428,1.23E-01
2016_1114_1433,1.37E-01
2016_1114_1435,1.29E-01
2016_1114_1437,4.12E-02
2016_1114_1438,6.20E-02
2016_1114_1451,4.54E-01
2016_1114_1452,1.43E-01
2016_1114_1453,3.39E-01
2016_1114_1455,2.98E-01
2016_1114_1458,1.61E-01
2016_1114_1462,1.25E-01
2016_1114_1463,1.13E-01
2016_1122_1124,1.59E-01
2016_1122_1138,1.20E-01
2016_1122_1139,5.11E-02
2016_1122_1143,1.86E-01
2016_1122_1151,4.36E-02
2016_1122_1153,6.26E-02
2016_1122_1160,5.92E-02
2016_1122_1163,6.94E-02
2016_1122_1167,9.70E-02
2016_1122_1173,9.50E-02
2016_1122_1181,4.43E-02
2016_1122_1192,4.98E-01
2016_1122_1195,3.31E-01
2016_1122_1201,2.17E-01
2016_1122_1211,9.81E-02
2016_1122_1214,4.37E-01
2016_1122_1218,1.24E-01
2016_1122_1221,7.20E-01
2016_1122_1231,1.19E-01
2016_1122_1233,3.19E-01
2016_1122_1234,6.80E-02
2016_1122_1235,9.05E-02
2016_1122_1242,2.57E-02
2016_1122_1246,6.16E-02
2016_1122_1268,6.44E-02
2016_1122_1274,2.79E-02
2016_1122_1276,8.92E-02
2016_1122_1277,5.06E-02
2016_1122_1292,2.09E-01
2016_1122_1314,3.59E-02
2016_1122_1320,1.70E-01
2016_1122_1323,5.35E-02
2016_1122_1328,4.37E-02
2016_1122_1332,3.76E-02
2016_1122_1333,1.63E-01
2016_1122_1338,4.70E-02
2016_1122_1344,8.31E-02
2016_1122_1345,3.36E-02
2016_1122_1355,2.19E-01
2016_1122_1371,2.49E-01
2016_1122_1372,1.06E-01
2016_1122_1380,4.03E-01
2016_1122_1386,6.66E-02
2016_1122_1392,1.21E-01
2016_1122_1393,1.04E-01
2016_1122_1396,1.48E-01
2016_1122_1400,6.63E-02
2016_1122_1401,5.13E-02
2016_1122_1403,1.98E-01
2016_1122_1409,7.29E-02
2016_1122_1421,3.67E-01
2016_1122_1423,1.16E-01
2016_1122_1425,6.07E-02
2016_1122_1428,6.16E-02
2016_1122_1433,2.62E-01
2016_1122_1435,6.52E-02
2016_1122_1437,2.83E-02
2016_1122_1438,4.14E-02
2016_1122_1451,4.73E-01
2016_1122_1452,1.22E-01
2016_1122_1453,2.80E-01
2016_1122_1455,5.99E-02
2016_1122_1458,7.96E-02
2016_1122_1462,2.76E-02
2016_1122_1463,1.11E-01
2016_1124_1138,7.12E-01
2016_1124_1139,4.64E-01
2016_1124_1143,5.43E-01
2016_1124_1151,6.14E-01
2016_1124_1153,4.35E-01
2016_1124_1160,6.13E-01
2016_1124_1163,6.62E-01
2016_1124_1167,5.13E-01
2016_1124_1173,5.04E-01
2016_1124_1181,2.02E-01
2016_1124_1192,9.64E-01
2016_1124_1195,8.37E-01
2016_1124_1201,6.47E-01
2016_1124_1211,3.08E-01
2016_1124_1214,9.05E-01
2016_1124_1218,7.11E-01
2016_1124_1221,9.62E-01
2016_1124_1231,3.43E-01
2016_1124_1233,8.19E-01
2016_1124_1234,4.67E-01
2016_1124_1235,2.59E-01
2016_1124_1242,9.91E-02
2016_1124_1246,3.11E-01
2016_1124_1268,3.34E-01
2016_1124_1274,1.91E-01
2016_1124_1276,5.40E-01
2016_1124_1277,1.40E-01
2016_1124_1292,8.98E-01
2016_1124_1314,5.10E-01
2016_1124_1320,8.06E-01
2016_1124_1323,4.86E-01
2016_1124_1328,4.02E-01
2016_1124_1332,2.15E-01
2016_1124_1333,7.59E-01
2016_1124_1338,5.35E-01
2016_1124_1344,5.56E-01
2016_1124_1345,2.73E-01
2016_1124_1355,7.38E-01
2016_1124_1371,6.37E-01
2016_1124_1372,6.56E-01
2016_1124_1380,9.48E-01
2016_1124_1386,5.11E-01
2016_1124_1392,6.27E-01
2016_1124_1393,6.36E-01
2016_1124_1396,8.74E-01
2016_1124_1400,5.71E-01
2016_1124_1401,2.52E-01
2016_1124_1403,5.59E-01
2016_1124_1409,6.85E-01
2016_1124_1421,7.72E-01
2016_1124_1423,7.27E-01
2016_1124_1425,6.33E-01
2016_1124_1428,4.10E-01
2016_1124_1433,6.41E-01
2016_1124_1435,6.79E-01
2016_1124_1437,2.21E-01
2016_1124_1438,3.92E-01
2016_1124_1451,8.65E-01
2016_1124_1452,2.82E-01
2016_1124_1453,8.67E-01
2016_1124_1455,6.65E-01
2016_1124_1458,6.74E-01
2016_1124_1462,3.50E-01
