Id,Pred
2016_1112_1114,8.55E-01
2016_1112_1122,9.13E-01
2016_1112_1124,5.98E-01
2016_1112_1138,8.93E-01
2016_1112_1139,4.31E-01
2016_1112_1143,9.18E-01
2016_1112_1151,9.08E-01
2016_1112_1153,7.13E-01
2016_1112_1160,8.69E-01
2016_1112_1163,7.82E-01
2016_1112_1167,9.08E-01
2016_1112_1173,9.04E-01
2016_1112_1181,3.20E-01
2016_1112_1192,9.37E-01
2016_1112_1195,7.29E-01
2016_1112_1201,7.94E-01
2016_1112_1211,7.73E-01
2016_1112_1214,8.98E-01
2016_1112_1218,9.59E-01
2016_1112_1221,9.40E-01
2016_1112_1231,4.50E-01
2016_1112_1233,8.97E-01
2016_1112_1234,3.41E-01
2016_1112_1235,4.54E-01
2016_1112_1242,2.89E-01
2016_1112_1246,2.89E-01
2016_1112_1268,6.78E-01
2016_1112_1274,6.16E-01
2016_1112_1276,7.23E-01
2016_1112_1277,2.87E-01
2016_1112_1292,9.67E-01
2016_1112_1314,1.42E-01
2016_1112_1320,9.61E-01
2016_1112_1323,4.95E-01
2016_1112_1328,3.07E-01
2016_1112_1332,3.98E-01
2016_1112_1333,7.71E-01
2016_1112_1338,7.08E-01
2016_1112_1344,8.24E-01
2016_1112_1345,5.07E-01
2016_1112_1355,9.18E-01
2016_1112_1371,8.08E-01
2016_1112_1372,9.56E-01
2016_1112_1380,9.47E-01
2016_1112_1386,7.29E-01
2016_1112_1392,8.74E-01
2016_1112_1393,8.53E-01
2016_1112_1396,7.89E-01
2016_1112_1400,7.66E-01
2016_1112_1401,5.89E-01
2016_1112_1403,8.15E-01
2016_1112_1409,8.35E-01
2016_1112_1421,9.59E-01
2016_1112_1423,8.30E-01
2016_1112_1425,5.88E-01
2016_1112_1428,8.68E-01
2016_1112_1433,8.08E-01
2016_1112_1435,6.76E-01
2016_1112_1437,2.84E-01
2016_1112_1438,5.23E-01
2016_1112_1451,9.85E-01
2016_1112_1452,3.47E-01
2016_1112_1453,6.96E-01
2016_1112_1455,7.66E-01
2016_1112_1458,8.44E-01
2016_1112_1462,3.90E-01
2016_1112_1463,9.39E-01
2016_1114_1122,6.86E-01
2016_1114_1124,1.76E-01
2016_1114_1138,4.22E-01
2016_1114_1139,1.63E-01
2016_1114_1143,7.06E-02
2016_1114_1151,1.45E-01
2016_1114_1153,1.48E-01
2016_1114_1160,1.54E-01
2016_1114_1163,1.47E-01
2016_1114_1167,1.33E-01
2016_1114_1173,9.89E-02
2016_1114_1181,1.16E-01
2016_1114_1192,4.80E-01
2016_1114_1195,4.03E-01
2016_1114_1201,3.49E-01
2016_1114_1211,1.08E-01
2016_1114_1214,4.02E-01
2016_1114_1218,1.35E-01
2016_1114_1221,4.86E-01
2016_1114_1231,1.51E-01
2016_1114_1233,4.08E-01
2016_1114_1234,8.56E-02
2016_1114_1235,1.12E-01
2016_1114_1242,9.57E-02
2016_1114_1246,8.37E-02
2016_1114_1268,1.22E-01
2016_1114_1274,1.04E-01
2016_1114_1276,1.88E-01
2016_1114_1277,4.46E-02
2016_1114_1292,1.97E-01
2016_1114_1314,2.35E-02
2016_1114_1320,2.79E-01
2016_1114_1323,2.39E-01
2016_1114_1328,9.96E-02
2016_1114_1332,1.15E-01
2016_1114_1333,2.31E-01
2016_1114_1338,1.59E-01
2016_1114_1344,1.68E-01
2016_1114_1345,6.69E-02
2016_1114_1355,1.61E-01
2016_1114_1371,2.31E-01
2016_1114_1372,2.11E-01
2016_1114_1380,2.91E-01
2016_1114_1386,8.41E-02
2016_1114_1392,8.18E-02
2016_1114_1393,3.24E-01
2016_1114_1396,1.73E-01
2016_1114_1400,2.59E-01
2016_1114_1401,1.38E-01
2016_1114_1403,2.92E-01
2016_1114_1409,3.04E-01
2016_1114_1421,3.32E-01
2016_1114_1423,1.46E-01
2016_1114_1425,1.35E-01
2016_1114_1428,1.84E-01
2016_1114_1433,1.88E-01
2016_1114_1435,2.17E-01
2016_1114_1437,7.59E-02
2016_1114_1438,1.72E-01
2016_1114_1451,2.49E-01
2016_1114_1452,2.11E-01
2016_1114_1453,3.65E-01
2016_1114_1455,1.61E-01
2016_1114_1458,4.21E-01
2016_1114_1462,1.08E-01
2016_1114_1463,1.28E-01
2016_1122_1124,5.71E-02
2016_1122_1138,1.93E-01
2016_1122_1139,8.70E-02
2016_1122_1143,3.62E-02
2016_1122_1151,6.96E-02
2016_1122_1153,6.66E-02
2016_1122_1160,5.49E-02
2016_1122_1163,9.03E-02
2016_1122_1167,5.76E-02
2016_1122_1173,3.73E-02
2016_1122_1181,5.61E-02
2016_1122_1192,3.48E-01
2016_1122_1195,2.58E-01
2016_1122_1201,1.64E-01
2016_1122_1211,7.68E-02
2016_1122_1214,3.26E-01
2016_1122_1218,4.82E-02
2016_1122_1221,4.34E-01
2016_1122_1231,8.50E-02
2016_1122_1233,2.42E-01
2016_1122_1234,5.78E-02
2016_1122_1235,9.72E-02
2016_1122_1242,2.61E-02
2016_1122_1246,6.11E-02
2016_1122_1268,5.28E-02
2016_1122_1274,4.45E-02
2016_1122_1276,1.10E-01
2016_1122_1277,4.28E-02
2016_1122_1292,1.20E-01
2016_1122_1314,2.70E-02
2016_1122_1320,2.10E-01
2016_1122_1323,1.61E-01
2016_1122_1328,4.01E-02
2016_1122_1332,5.09E-02
2016_1122_1333,9.08E-02
2016_1122_1338,8.46E-02
2016_1122_1344,6.90E-02
2016_1122_1345,6.12E-02
2016_1122_1355,8.22E-02
2016_1122_1371,1.07E-01
2016_1122_1372,1.06E-01
2016_1122_1380,1.75E-01
2016_1122_1386,3.23E-02
2016_1122_1392,3.02E-02
2016_1122_1393,1.35E-01
2016_1122_1396,1.01E-01
2016_1122_1400,1.19E-01
2016_1122_1401,7.26E-02
2016_1122_1403,1.17E-01
2016_1122_1409,1.59E-01
2016_1122_1421,1.98E-01
2016_1122_1423,1.01E-01
2016_1122_1425,1.11E-01
2016_1122_1428,1.33E-01
2016_1122_1433,1.02E-01
2016_1122_1435,2.31E-01
2016_1122_1437,2.96E-02
2016_1122_1438,8.90E-02
2016_1122_1451,2.05E-01
2016_1122_1452,6.43E-02
2016_1122_1453,3.05E-01
2016_1122_1455,6.03E-02
2016_1122_1458,2.40E-01
2016_1122_1462,3.55E-02
2016_1122_1463,6.27E-02
2016_1124_1138,6.99E-01
2016_1124_1139,3.37E-01
2016_1124_1143,6.60E-01
2016_1124_1151,6.97E-01
2016_1124_1153,4.23E-01
2016_1124_1160,5.10E-01
2016_1124_1163,5.80E-01
2016_1124_1167,6.46E-01
2016_1124_1173,6.56E-01
2016_1124_1181,3.15E-01
2016_1124_1192,8.97E-01
2016_1124_1195,5.19E-01
2016_1124_1201,4.88E-01
2016_1124_1211,5.99E-01
2016_1124_1214,7.11E-01
2016_1124_1218,8.87E-01
2016_1124_1221,8.84E-01
2016_1124_1231,5.03E-01
2016_1124_1233,7.64E-01
2016_1124_1234,2.14E-01
2016_1124_1235,3.29E-01
2016_1124_1242,1.36E-01
2016_1124_1246,1.75E-01
2016_1124_1268,3.43E-01
2016_1124_1274,3.06E-01
2016_1124_1276,6.81E-01
2016_1124_1277,1.55E-01
2016_1124_1292,8.43E-01
2016_1124_1314,7.18E-02
2016_1124_1320,8.80E-01
2016_1124_1323,4.78E-01
2016_1124_1328,1.56E-01
2016_1124_1332,2.49E-01
2016_1124_1333,5.20E-01
2016_1124_1338,5.41E-01
2016_1124_1344,5.64E-01
2016_1124_1345,2.85E-01
2016_1124_1355,8.62E-01
2016_1124_1371,6.33E-01
2016_1124_1372,8.65E-01
2016_1124_1380,8.56E-01
2016_1124_1386,4.04E-01
2016_1124_1392,7.29E-01
2016_1124_1393,7.13E-01
2016_1124_1396,5.76E-01
2016_1124_1400,4.00E-01
2016_1124_1401,3.35E-01
2016_1124_1403,4.98E-01
2016_1124_1409,6.44E-01
2016_1124_1421,8.41E-01
2016_1124_1423,8.05E-01
2016_1124_1425,4.47E-01
2016_1124_1428,7.09E-01
2016_1124_1433,7.09E-01
2016_1124_1435,5.96E-01
2016_1124_1437,1.54E-01
