Id,Pred
2016_1112_1114,9.31E-01
2016_1112_1122,9.76E-01
2016_1112_1124,4.11E-01
2016_1112_1138,6.79E-01
2016_1112_1139,7.54E-01
2016_1112_1143,5.91E-01
2016_1112_1151,7.04E-01
2016_1112_1153,6.35E-01
2016_1112_1160,8.65E-01
2016_1112_1163,6.59E-01
2016_1112_1167,4.65E-01
2016_1112_1173,4.90E-01
2016_1112_1181,3.61E-01
2016_1112_1192,9.74E-01
2016_1112_1195,9.58E-01
2016_1112_1201,8.42E-01
2016_1112_1211,5.74E-01
2016_1112_1214,9.65E-01
2016_1112_1218,8.72E-01
2016_1112_1221,9.70E-01
2016_1112_1231,4.27E-01
2016_1112_1233,9.50E-01
2016_1112_1234,4.86E-01
2016_1112_1235,5.25E-01
2016_1112_1242,2.95E-01
2016_1112_1246,4.20E-01
2016_1112_1268,5.18E-01
2016_1112_1274,3.46E-01
2016_1112_1276,5.85E-01
2016_1112_1277,3.67E-01
2016_1112_1292,7.02E-01
2016_1112_1314,4.85E-01
2016_1112_1320,8.23E-01
2016_1112_1323,7.10E-01
2016_1112_1328,3.54E-01
2016_1112_1332,3.96E-01
2016_1112_1333,4.93E-01
2016_1112_1338,4.99E-01
2016_1112_1344,8.73E-01
2016_1112_1345,4.94E-01
2016_1112_1355,7.69E-01
2016_1112_1371,6.56E-01
2016_1112_1372,7.91E-01
2016_1112_1380,9.21E-01
2016_1112_1386,4.84E-01
2016_1112_1392,7.38E-01
2016_1112_1393,6.34E-01
2016_1112_1396,9.22E-01
2016_1112_1400,6.88E-01
2016_1112_1401,5.28E-01
2016_1112_1403,5.39E-01
2016_1112_1409,8.84E-01
2016_1112_1421,9.12E-01
2016_1112_1423,8.95E-01
2016_1112_1425,6.20E-01
2016_1112_1428,6.41E-01
2016_1112_1433,7.01E-01
2016_1112_1435,5.68E-01
2016_1112_1437,3.46E-01
2016_1112_1438,4.79E-01
2016_1112_1451,8.31E-01
2016_1112_1452,5.22E-01
2016_1112_1453,8.34E-01
2016_1112_1455,6.60E-01
2016_1112_1458,8.43E-01
2016_1112_1462,3.54E-01
2016_1112_1463,5.79E-01
2016_1114_1122,6.89E-01
2016_1114_1124,1.53E-01
2016_1114_1138,2.70E-01
2016_1114_1139,1.36E-01
2016_1114_1143,2.86E-01
2016_1114_1151,1.86E-01
2016_1114_1153,2.50E-01
2016_1114_1160,1.73E-01
2016_1114_1163,2.72E-01
2016_1114_1167,2.40E-01
2016_1114_1173,1.05E-01
2016_1114_1181,4.27E-02
2016_1114_1192,6.50E-01
2016_1114_1195,3.78E-01
2016_1114_1201,2.37E-01
2016_1114_1211,4.37E-02
2016_1114_1214,6.86E-01
2016_1114_1218,1.78E-01
2016_1114_1221,9.26E-01
2016_1114_1231,1.18E-01
2016_1114_1233,4.79E-01
2016_1114_1234,5.85E-02
2016_1114_1235,6.36E-02
2016_1114_1242,6.46E-02
2016_1114_1246,9.33E-02
2016_1114_1268,1.73E-01
2016_1114_1274,8.52E-02
2016_1114_1276,1.79E-01
2016_1114_1277,2.72E-02
2016_1114_1292,2.11E-01
2016_1114_1314,5.32E-02
2016_1114_1320,4.33E-01
2016_1114_1323,5.02E-02
2016_1114_1328,1.59E-01
2016_1114_1332,6.23E-02
2016_1114_1333,1.27E-01
2016_1114_1338,1.11E-01
2016_1114_1344,2.79E-01
2016_1114_1345,8.77E-02
2016_1114_1355,1.23E-01
2016_1114_1371,8.87E-02
2016_1114_1372,3.53E-01
2016_1114_1380,4.50E-01
2016_1114_1386,6.58E-02
2016_1114_1392,6.92E-02
2016_1114_1393,1.43E-01
2016_1114_1396,2.17E-01
2016_1114_1400,1.75E-01
2016_1114_1401,1.34E-01
2016_1114_1403,8.72E-02
2016_1114_1409,2.83E-01
2016_1114_1421,4.72E-01
2016_1114_1423,2.97E-01
2016_1114_1425,7.86E-02
2016_1114_1428,8.31E-02
2016_1114_1433,9.35E-02
2016_1114_1435,9.15E-02
2016_1114_1437,2.73E-02
2016_1114_1438,4.09E-02
2016_1114_1451,4.20E-01
2016_1114_1452,1.30E-01
2016_1114_1453,3.30E-01
2016_1114_1455,2.41E-01
2016_1114_1458,1.49E-01
2016_1114_1462,1.30E-01
2016_1114_1463,9.87E-02
2016_1122_1124,1.81E-01
2016_1122_1138,1.19E-01
2016_1122_1139,3.52E-02
2016_1122_1143,2.05E-01
2016_1122_1151,3.62E-02
2016_1122_1153,5.95E-02
2016_1122_1160,4.45E-02
2016_1122_1163,7.12E-02
2016_1122_1167,1.01E-01
2016_1122_1173,8.20E-02
2016_1122_1181,4.09E-02
2016_1122_1192,5.28E-01
2016_1122_1195,3.31E-01
2016_1122_1201,2.10E-01
2016_1122_1211,8.77E-02
2016_1122_1214,4.88E-01
2016_1122_1218,1.33E-01
2016_1122_1221,7.91E-01
2016_1122_1231,1.09E-01
2016_1122_1233,3.44E-01
2016_1122_1234,7.96E-02
2016_1122_1235,7.62E-02
2016_1122_1242,1.69E-02
2016_1122_1246,5.21E-02
2016_1122_1268,7.24E-02
2016_1122_1274,1.89E-02
2016_1122_1276,8.04E-02
2016_1122_1277,4.50E-02
2016_1122_1292,1.97E-01
2016_1122_1314,2.21E-02
2016_1122_1320,1.44E-01
2016_1122_1323,3.92E-02
2016_1122_1328,4.33E-02
2016_1122_1332,2.79E-02
2016_1122_1333,1.99E-01
2016_1122_1338,3.40E-02
2016_1122_1344,7.52E-02
2016_1122_1345,2.22E-02
2016_1122_1355,1.88E-01
2016_1122_1371,2.52E-01
2016_1122_1372,1.17E-01
2016_1122_1380,4.43E-01
2016_1122_1386,5.93E-02
2016_1122_1392,1.03E-01
2016_1122_1393,8.61E-02
2016_1122_1396,1.48E-01
2016_1122_1400,5.66E-02
2016_1122_1401,5.28E-02
2016_1122_1403,2.32E-01
2016_1122_1409,5.49E-02
2016_1122_1421,3.70E-01
2016_1122_1423,9.32E-02
2016_1122_1425,4.97E-02
2016_1122_1428,4.12E-02
2016_1122_1433,2.30E-01
2016_1122_1435,4.69E-02
2016_1122_1437,1.91E-02
2016_1122_1438,3.34E-02
2016_1122_1451,4.44E-01
2016_1122_1452,1.22E-01
2016_1122_1453,2.84E-01
2016_1122_1455,4.63E-02
2016_1122_1458,6.10E-02
2016_1122_1462,1.95E-02
2016_1122_1463,8.92E-02
2016_1124_1138,7.77E-01
2016_1124_1139,4.60E-01
2016_1124_1143,5.69E-01
2016_1124_1151,6.51E-01
2016_1124_1153,3.78E-01
2016_1124_1160,6.32E-01
2016_1124_1163,6.87E-01
2016_1124_1167,5.40E-01
2016_1124_1173,5.64E-01
2016_1124_1181,1.73E-01
2016_1124_1192,9.80E-01
2016_1124_1195,8.53E-01
2016_1124_1201,6.64E-01
2016_1124_1211,2.68E-01
2016_1124_1214,9.30E-01
2016_1124_1218,7.32E-01
2016_1124_1221,9.77E-01
2016_1124_1231,2.96E-01
2016_1124_1233,8.31E-01
2016_1124_1234,3.93E-01
2016_1124_1235,2.24E-01
2016_1124_1242,9.58E-02
2016_1124_1246,3.32E-01
2016_1124_1268,3.51E-01
2016_1124_1274,1.92E-01
2016_1124_1276,5.81E-01
2016_1124_1277,1.03E-01
2016_1124_1292,9.26E-01
2016_1124_1314,5.05E-01
2016_1124_1320,8.17E-01
2016_1124_1323,4.79E-01
2016_1124_1328,4.09E-01
2016_1124_1332,2.26E-01
2016_1124_1333,8.11E-01
2016_1124_1338,5.58E-01
2016_1124_1344,5.79E-01
2016_1124_1345,2.35E-01
2016_1124_1355,7.71E-01
2016_1124_1371,6.35E-01
2016_1124_1372,6.63E-01
2016_1124_1380,9.69E-01
2016_1124_1386,5.49E-01
2016_1124_1392,6.23E-01
2016_1124_1393,6.49E-01
2016_1124_1396,9.04E-01
2016_1124_1400,5.55E-01
2016_1124_1401,2.34E-01
2016_1124_1403,6.02E-01
2016_1124_1409,7.14E-01
2016_1124_1421,7.48E-01
2016_1124_1423,7.77E-01
2016_1124_1425,6.29E-01
2016_1124_1428,3.59E-01
2016_1124_1433,5.90E-01
2016_1124_1435,6.84E-01
2016_1124_1437,2.01E-01
2016_1124_1438,3.54E-01
2016_1124_1451,8.80E-01
2016_1124_1452,2.64E-01
2016_1124_1453,9.08E-01
2016_1124_1455,6.61E-01
2016_1124_1458,6.56E-01
2016_1124_1462,3.82E-01
2016_1124_1463,6.47E-01
2016_1138_1139,9.68E-02
2016_1138_1143,2.22E-01
2016_1138_1151,2.32E-01
2016_1138_1153,2.53E-01
2016_1138_1160,4.04E-01
2016_1138_1163,2.45E-01
2016_1138_1167,3.61E-01
2016_1138_1173,8.75E-02
2016_1138_1181,5.74E-02
2016_1138_1192,9.05E-01
2016_1138_1195,6.48E-01
2016_1138_1201,5.42E-01
2016_1138_1211,9.56E-02
2016_1138_1214,6.39E-01
2016_1138_1218,1.27E-01
2016_1138_1221,9.44E-01
2016_1138_1231,1.30E-01
2016_1138_1233,3.97E-01
2016_1138_1234,5.91E-02
2016_1138_1235,3.45E-01
2016_1138_1242,5.79E-02
2016_1138_1246,7.22E-02
2016_1138_1268,1.11E-01
2016_1138_1274,2.38E-01
2016_1138_1276,1.06E-01
2016_1138_1277,6.51E-02
2016_1138_1292,4.42E-01
2016_1138_1314,1.47E-01
2016_1138_1320,4.63E-01
2016_1138_1323,2.78E-01
2016_1138_1328,2.07E-01
2016_1138_1332,1.06E-01
2016_1138_1333,1.69E-01
2016_1138_1338,1.02E-01
2016_1138_1344,1.31E-01
2016_1138_1345,4.41E-02
2016_1138_1355,5.49E-01
2016_1138_1371,1.36E-01
2016_1138_1372,4.74E-01
2016_1138_1380,6.76E-01
2016_1138_1386,3.17E-01
2016_1138_1392,3.14E-01
2016_1138_1393,1.24E-01
2016_1138_1396,4.17E-01
2016_1138_1400,2.70E-01
2016_1138_1401,5.99E-02
2016_1138_1403,4.37E-01
2016_1138_1409,2.56E-01
2016_1138_1421,7.01E-01
2016_1138_1423,1.53E-01
2016_1138_1425,8.32E-02
2016_1138_1428,4.30E-01
2016_1138_1433,1.27E-01
2016_1138_1435,9.56E-02
2016_1138_1437,3.81E-02
2016_1138_1438,5.07E-02
2016_1138_1451,4.33E-01
2016_1138_1452,1.89E-01
2016_1138_1453,5.78E-01
2016_1138_1455,9.64E-02
2016_1138_1458,3.60E-01
2016_1138_1462,3.69E-02
2016_1138_1463,5.40E-01
2016_1139_1143,7.91E-01
2016_1139_1151,4.75E-01
2016_1139_1153,5.46E-01
2016_1139_1160,7.61E-01
2016_1139_1163,5.35E-01
2016_1139_1167,4.67E-01
2016_1139_1173,4.26E-01
2016_1139_1181,3.92E-01
2016_1139_1192,9.75E-01
2016_1139_1195,8.49E-01
2016_1139_1201,6.96E-01
2016_1139_1211,3.59E-01
2016_1139_1214,8.23E-01
2016_1139_1218,5.85E-01
2016_1139_1221,9.32E-01
2016_1139_1231,3.56E-01
2016_1139_1233,8.94E-01
2016_1139_1234,4.02E-01
2016_1139_1235,2.78E-01
2016_1139_1242,1.70E-01
2016_1139_1246,2.50E-01
2016_1139_1268,2.94E-01
2016_1139_1274,2.44E-01
2016_1139_1276,4.32E-01
2016_1139_1277,9.05E-02
2016_1139_1292,8.34E-01
2016_1139_1314,1.25E-01
2016_1139_1320,7.88E-01
2016_1139_1323,4.47E-01
2016_1139_1328,2.62E-01
2016_1139_1332,3.40E-01
2016_1139_1333,7.23E-01
2016_1139_1338,4.90E-01
2016_1139_1344,6.53E-01
2016_1139_1345,3.69E-01
2016_1139_1355,5.57E-01
2016_1139_1371,6.35E-01
2016_1139_1372,5.70E-01
2016_1139_1380,7.90E-01
2016_1139_1386,4.35E-01
2016_1139_1392,5.63E-01
2016_1139_1393,5.40E-01
2016_1139_1396,7.92E-01
2016_1139_1400,5.63E-01
2016_1139_1401,4.15E-01
2016_1139_1403,4.72E-01
2016_1139_1409,5.64E-01
2016_1139_1421,7.01E-01
2016_1139_1423,5.29E-01
2016_1139_1425,5.26E-01
2016_1139_1428,5.79E-01
2016_1139_1433,5.67E-01
2016_1139_1435,6.01E-01
2016_1139_1437,2.28E-01
2016_1139_1438,1.76E-01
2016_1139_1451,7.59E-01
2016_1139_1452,3.23E-01
2016_1139_1453,8.01E-01
2016_1139_1455,5.18E-01
2016_1139_1458,6.56E-01
2016_1139_1462,2.50E-01
2016_1139_1463,6.92E-01
2016_1143_1151,4.77E-01
2016_1143_1153,2.86E-01
2016_1143_1160,4.92E-01
2016_1143_1163,1.96E-01
2016_1143_1167,4.31E-01
2016_1143_1173,4.21E-01
2016_1143_1181,1.91E-01
2016_1143_1192,9.75E-01
2016_1143_1195,8.39E-01
2016_1143_1201,6.66E-01
2016_1143_1211,1.92E-01
2016_1143_1214,8.09E-01
2016_1143_1218,4.99E-01
2016_1143_1221,9.30E-01
2016_1143_1231,7.95E-02
2016_1143_1233,8.06E-01
2016_1143_1234,3.60E-01
2016_1143_1235,1.82E-01
2016_1143_1242,1.31E-01
2016_1143_1246,2.11E-01
2016_1143_1268,2.54E-01
2016_1143_1274,1.64E-01
2016_1143_1276,4.34E-01
2016_1143_1277,3.40E-01
2016_1143_1292,5.89E-01
2016_1143_1314,3.26E-01
2016_1143_1320,7.18E-01
2016_1143_1323,3.92E-01
2016_1143_1328,3.07E-01
2016_1143_1332,2.38E-01
2016_1143_1333,4.63E-01
2016_1143_1338,2.71E-01
2016_1143_1344,4.11E-01
2016_1143_1345,8.41E-02
2016_1143_1355,5.55E-01
2016_1143_1371,4.05E-01
2016_1143_1372,5.31E-01
2016_1143_1380,7.83E-01
2016_1143_1386,4.65E-01
2016_1143_1392,6.61E-01
2016_1143_1393,2.66E-01
2016_1143_1396,6.61E-01
2016_1143_1400,4.17E-01
2016_1143_1401,1.50E-01
2016_1143_1403,5.52E-01
2016_1143_1409,5.55E-01
2016_1143_1421,7.90E-01
2016_1143_1423,4.87E-01
2016_1143_1425,2.82E-01
2016_1143_1428,3.11E-01
2016_1143_1433,2.81E-01
2016_1143_1435,5.21E-01
2016_1143_1437,3.83E-01
2016_1143_1438,3.29E-01
2016_1143_1451,8.21E-01
2016_1143_1452,1.80E-01
2016_1143_1453,8.07E-01
2016_1143_1455,2.64E-01
2016_1143_1458,4.19E-01
2016_1143_1462,2.24E-01
2016_1143_1463,6.14E-01
2016_1151_1153,6.13E-01
2016_1151_1160,4.58E-01
2016_1151_1163,5.86E-01
2016_1151_1167,4.50E-01
2016_1151_1173,3.41E-01
2016_1151_1181,2.74E-01
2016_1151_1192,8.06E-01
2016_1151_1195,8.16E-01
2016_1151_1201,7.54E-01
2016_1151_1211,2.22E-01
2016_1151_1214,9.45E-01
2016_1151_1218,3.50E-01
2016_1151_1221,8.83E-01
2016_1151_1231,9.21E-02
2016_1151_1233,8.12E-01
2016_1151_1234,1.14E-01
2016_1151_1235,1.70E-01
2016_1151_1242,3.35E-01
2016_1151_1246,1.92E-01
2016_1151_1268,8.79E-02
2016_1151_1274,1.07E-01
2016_1151_1276,4.72E-01
2016_1151_1277,7.61E-02
2016_1151_1292,7.13E-01
2016_1151_1314,8.83E-02
2016_1151_1320,6.52E-01
2016_1151_1323,2.08E-01
2016_1151_1328,1.73E-01
2016_1151_1332,4.62E-01
2016_1151_1333,5.20E-01
2016_1151_1338,5.02E-01
2016_1151_1344,4.36E-01
2016_1151_1345,8.57E-02
2016_1151_1355,4.61E-01
2016_1151_1371,4.76E-01
2016_1151_1372,5.62E-01
