Id,Pred
2016_1112_1114,7.42E-01
2016_1112_1122,7.45E-01
2016_1112_1124,4.35E-01
2016_1112_1138,6.64E-01
2016_1112_1139,4.75E-01
2016_1112_1143,5.03E-01
2016_1112_1151,4.60E-01
2016_1112_1153,4.93E-01
2016_1112_1160,4.85E-01
2016_1112_1163,5.17E-01
2016_1112_1167,4.67E-01
2016_1112_1173,4.15E-01
2016_1112_1181,4.01E-01
2016_1112_1192,7.42E-01
2016_1112_1195,7.25E-01
2016_1112_1201,6.15E-01
2016_1112_1211,4.58E-01
2016_1112_1214,7.07E-01
2016_1112_1218,5.12E-01
2016_1112_1221,7.49E-01
2016_1112_1231,3.88E-01
2016_1112_1233,6.78E-01
2016_1112_1234,3.76E-01
2016_1112_1235,4.26E-01
2016_1112_1242,3.15E-01
2016_1112_1246,3.65E-01
2016_1112_1268,3.56E-01
2016_1112_1274,3.42E-01
2016_1112_1276,4.97E-01
2016_1112_1277,3.24E-01
2016_1112_1292,6.21E-01
2016_1112_1314,3.71E-01
2016_1112_1320,6.51E-01
2016_1112_1323,5.36E-01
2016_1112_1328,3.45E-01
2016_1112_1332,3.65E-01
2016_1112_1333,5.49E-01
2016_1112_1338,5.04E-01
2016_1112_1344,4.49E-01
2016_1112_1345,3.79E-01
2016_1112_1355,5.60E-01
2016_1112_1371,4.99E-01
2016_1112_1372,5.23E-01
2016_1112_1380,7.10E-01
2016_1112_1386,3.62E-01
2016_1112_1392,4.97E-01
2016_1112_1393,5.50E-01
2016_1112_1396,5.60E-01
2016_1112_1400,5.19E-01
2016_1112_1401,4.35E-01
2016_1112_1403,4.92E-01
2016_1112_1409,5.42E-01
2016_1112_1421,6.74E-01
2016_1112_1423,5.52E-01
2016_1112_1425,4.25E-01
2016_1112_1428,4.78E-01
2016_1112_1433,5.43E-01
2016_1112_1435,4.81E-01
2016_1112_1437,3.56E-01
2016_1112_1438,4.08E-01
2016_1112_1451,6.81E-01
2016_1112_1452,3.83E-01
2016_1112_1453,6.31E-01
2016_1112_1455,4.91E-01
2016_1112_1458,5.53E-01
2016_1112_1462,3.05E-01
2016_1112_1463,4.87E-01
2016_1114_1122,4.01E-01
2016_1114_1124,2.08E-01
2016_1114_1138,2.60E-01
2016_1114_1139,2.06E-01
2016_1114_1143,2.09E-01
2016_1114_1151,2.23E-01
2016_1114_1153,2.05E-01
2016_1114_1160,2.16E-01
2016_1114_1163,2.05E-01
2016_1114_1167,2.22E-01
2016_1114_1173,2.13E-01
2016_1114_1181,2.07E-01
2016_1114_1192,4.05E-01
2016_1114_1195,3.27E-01
2016_1114_1201,2.37E-01
2016_1114_1211,2.07E-01
2016_1114_1214,3.03E-01
2016_1114_1218,2.16E-01
2016_1114_1221,4.96E-01
2016_1114_1231,2.05E-01
2016_1114_1233,2.47E-01
2016_1114_1234,2.02E-01
2016_1114_1235,2.01E-01
2016_1114_1242,1.99E-01
2016_1114_1246,2.00E-01
2016_1114_1268,2.06E-01
2016_1114_1274,2.05E-01
2016_1114_1276,2.10E-01
2016_1114_1277,2.01E-01
2016_1114_1292,2.41E-01
2016_1114_1314,2.04E-01
2016_1114_1320,2.32E-01
2016_1114_1323,2.22E-01
2016_1114_1328,2.07E-01
2016_1114_1332,2.08E-01
2016_1114_1333,2.21E-01
2016_1114_1338,2.11E-01
2016_1114_1344,2.20E-01
2016_1114_1345,2.00E-01
2016_1114_1355,2.21E-01
2016_1114_1371,2.12E-01
2016_1114_1372,2.34E-01
2016_1114_1380,3.28E-01
2016_1114_1386,2.04E-01
2016_1114_1392,2.15E-01
2016_1114_1393,2.22E-01
2016_1114_1396,2.32E-01
2016_1114_1400,2.24E-01
2016_1114_1401,2.13E-01
2016_1114_1403,2.14E-01
2016_1114_1409,2.17E-01
2016_1114_1421,2.49E-01
2016_1114_1423,2.31E-01
2016_1114_1425,2.09E-01
2016_1114_1428,2.07E-01
2016_1114_1433,2.18E-01
2016_1114_1435,2.08E-01
2016_1114_1437,2.04E-01
2016_1114_1438,2.04E-01
2016_1114_1451,2.70E-01
2016_1114_1452,2.06E-01
2016_1114_1453,2.55E-01
2016_1114_1455,2.09E-01
2016_1114_1458,2.26E-01
2016_1114_1462,2.00E-01
2016_1114_1463,2.28E-01
2016_1122_1124,2.07E-01
2016_1122_1138,2.58E-01
2016_1122_1139,2.09E-01
2016_1122_1143,2.11E-01
2016_1122_1151,2.16E-01
2016_1122_1153,2.15E-01
2016_1122_1160,2.11E-01
2016_1122_1163,2.15E-01
2016_1122_1167,2.20E-01
2016_1122_1173,2.08E-01
2016_1122_1181,2.09E-01
2016_1122_1192,4.10E-01
2016_1122_1195,3.44E-01
2016_1122_1201,2.26E-01
2016_1122_1211,2.03E-01
2016_1122_1214,3.09E-01
2016_1122_1218,2.28E-01
2016_1122_1221,4.94E-01
2016_1122_1231,1.98E-01
2016_1122_1233,2.72E-01
2016_1122_1234,2.10E-01
2016_1122_1235,2.01E-01
2016_1122_1242,2.01E-01
2016_1122_1246,2.01E-01
2016_1122_1268,2.05E-01
2016_1122_1274,2.03E-01
2016_1122_1276,2.18E-01
2016_1122_1277,1.97E-01
2016_1122_1292,2.39E-01
2016_1122_1314,2.00E-01
2016_1122_1320,2.41E-01
2016_1122_1323,2.21E-01
2016_1122_1328,2.05E-01
2016_1122_1332,2.04E-01
2016_1122_1333,2.29E-01
2016_1122_1338,2.13E-01
2016_1122_1344,2.17E-01
2016_1122_1345,2.03E-01
2016_1122_1355,2.17E-01
2016_1122_1371,2.09E-01
2016_1122_1372,2.32E-01
2016_1122_1380,3.13E-01
2016_1122_1386,2.10E-01
2016_1122_1392,2.13E-01
2016_1122_1393,2.17E-01
2016_1122_1396,2.35E-01
2016_1122_1400,2.19E-01
2016_1122_1401,2.13E-01
2016_1122_1403,2.09E-01
2016_1122_1409,2.25E-01
2016_1122_1421,2.52E-01
2016_1122_1423,2.23E-01
2016_1122_1425,2.10E-01
2016_1122_1428,2.10E-01
2016_1122_1433,2.11E-01
2016_1122_1435,2.11E-01
2016_1122_1437,2.05E-01
2016_1122_1438,2.04E-01
2016_1122_1451,2.59E-01
2016_1122_1452,2.06E-01
2016_1122_1453,2.42E-01
2016_1122_1455,2.17E-01
2016_1122_1458,2.25E-01
2016_1122_1462,2.03E-01
2016_1122_1463,2.21E-01
2016_1124_1138,6.03E-01
2016_1124_1139,4.02E-01
2016_1124_1143,4.01E-01
2016_1124_1151,4.14E-01
2016_1124_1153,4.08E-01
2016_1124_1160,4.25E-01
2016_1124_1163,4.47E-01
2016_1124_1167,3.68E-01
2016_1124_1173,3.58E-01
2016_1124_1181,3.39E-01
2016_1124_1192,7.29E-01
2016_1124_1195,7.01E-01
2016_1124_1201,5.28E-01
2016_1124_1211,3.83E-01
2016_1124_1214,6.69E-01
2016_1124_1218,4.49E-01
2016_1124_1221,7.40E-01
2016_1124_1231,3.26E-01
2016_1124_1233,6.31E-01
2016_1124_1234,3.28E-01
2016_1124_1235,3.67E-01
2016_1124_1242,2.93E-01
2016_1124_1246,3.39E-01
2016_1124_1268,3.16E-01
2016_1124_1274,3.17E-01
2016_1124_1276,4.18E-01
2016_1124_1277,2.96E-01
2016_1124_1292,5.60E-01
2016_1124_1314,2.91E-01
2016_1124_1320,5.87E-01
2016_1124_1323,4.53E-01
2016_1124_1328,3.01E-01
2016_1124_1332,3.32E-01
2016_1124_1333,4.56E-01
2016_1124_1338,3.99E-01
2016_1124_1344,3.65E-01
2016_1124_1345,3.08E-01
2016_1124_1355,4.88E-01
2016_1124_1371,4.39E-01
2016_1124_1372,4.42E-01
2016_1124_1380,6.79E-01
2016_1124_1386,3.11E-01
2016_1124_1392,4.19E-01
2016_1124_1393,4.70E-01
2016_1124_1396,4.86E-01
2016_1124_1400,4.22E-01
2016_1124_1401,3.59E-01
2016_1124_1403,4.37E-01
2016_1124_1409,4.69E-01
2016_1124_1421,6.12E-01
2016_1124_1423,4.72E-01
2016_1124_1425,3.51E-01
2016_1124_1428,4.06E-01
2016_1124_1433,4.48E-01
2016_1124_1435,3.84E-01
2016_1124_1437,3.00E-01
2016_1124_1438,3.27E-01
2016_1124_1451,6.43E-01
2016_1124_1452,3.28E-01
2016_1124_1453,5.73E-01
2016_1124_1455,3.92E-01
2016_1124_1458,4.59E-01
2016_1124_1462,3.06E-01
2016_1124_1463,4.27E-01
2016_1138_1139,2.63E-01
2016_1138_1143,2.78E-01
2016_1138_1151,2.70E-01
2016_1138_1153,2.78E-01
2016_1138_1160,2.54E-01
2016_1138_1163,2.84E-01
2016_1138_1167,2.84E-01
2016_1138_1173,2.62E-01
2016_1138_1181,2.38E-01
2016_1138_1192,6.43E-01
2016_1138_1195,5.52E-01
2016_1138_1201,3.58E-01
2016_1138_1211,2.62E-01
2016_1138_1214,5.09E-01
2016_1138_1218,2.89E-01
2016_1138_1221,6.84E-01
2016_1138_1231,2.26E-01
2016_1138_1233,4.23E-01
2016_1138_1234,2.43E-01
2016_1138_1235,2.62E-01
2016_1138_1242,2.20E-01
2016_1138_1246,2.46E-01
2016_1138_1268,2.21E-01
2016_1138_1274,2.41E-01
2016_1138_1276,2.79E-01
2016_1138_1277,2.30E-01
2016_1138_1292,3.54E-01
2016_1138_1314,2.39E-01
2016_1138_1320,3.70E-01
2016_1138_1323,3.10E-01
2016_1138_1328,2.22E-01
2016_1138_1332,2.36E-01
2016_1138_1333,2.91E-01
2016_1138_1338,2.79E-01
2016_1138_1344,2.63E-01
2016_1138_1345,2.28E-01
2016_1138_1355,3.24E-01
2016_1138_1371,2.74E-01
2016_1138_1372,3.14E-01
2016_1138_1380,5.25E-01
2016_1138_1386,2.55E-01
2016_1138_1392,2.70E-01
2016_1138_1393,2.97E-01
2016_1138_1396,3.04E-01
2016_1138_1400,3.01E-01
2016_1138_1401,2.56E-01
2016_1138_1403,2.92E-01
2016_1138_1409,2.94E-01
2016_1138_1421,4.32E-01
2016_1138_1423,3.11E-01
2016_1138_1425,2.55E-01
2016_1138_1428,2.52E-01
2016_1138_1433,2.93E-01
2016_1138_1435,2.67E-01
2016_1138_1437,2.34E-01
2016_1138_1438,2.39E-01
2016_1138_1451,4.42E-01
2016_1138_1452,2.37E-01
2016_1138_1453,4.01E-01
2016_1138_1455,2.79E-01
2016_1138_1458,2.93E-01
2016_1138_1462,2.32E-01
2016_1138_1463,3.13E-01
2016_1139_1143,3.78E-01
2016_1139_1151,3.48E-01
2016_1139_1153,3.44E-01
2016_1139_1160,3.70E-01
2016_1139_1163,3.77E-01
2016_1139_1167,3.40E-01
2016_1139_1173,3.20E-01
2016_1139_1181,3.01E-01
2016_1139_1192,7.18E-01
2016_1139_1195,6.79E-01
2016_1139_1201,4.75E-01
2016_1139_1211,3.41E-01
2016_1139_1214,6.33E-01
2016_1139_1218,3.76E-01
2016_1139_1221,7.33E-01
2016_1139_1231,2.90E-01
2016_1139_1233,5.83E-01
2016_1139_1234,2.97E-01
2016_1139_1235,3.37E-01
2016_1139_1242,2.81E-01
2016_1139_1246,2.98E-01
2016_1139_1268,3.01E-01
2016_1139_1274,2.99E-01
2016_1139_1276,4.06E-01
2016_1139_1277,2.79E-01
2016_1139_1292,5.13E-01
2016_1139_1314,2.85E-01
2016_1139_1320,5.49E-01
2016_1139_1323,4.32E-01
2016_1139_1328,2.92E-01
2016_1139_1332,3.09E-01
2016_1139_1333,4.19E-01
2016_1139_1338,3.64E-01
2016_1139_1344,3.42E-01
2016_1139_1345,2.75E-01
2016_1139_1355,4.14E-01
2016_1139_1371,3.90E-01
2016_1139_1372,3.94E-01
2016_1139_1380,6.46E-01
2016_1139_1386,2.93E-01
2016_1139_1392,3.63E-01
2016_1139_1393,4.34E-01
2016_1139_1396,4.33E-01
2016_1139_1400,3.92E-01
2016_1139_1401,3.14E-01
2016_1139_1403,3.72E-01
2016_1139_1409,4.03E-01
2016_1139_1421,5.65E-01
2016_1139_1423,4.07E-01
2016_1139_1425,3.34E-01
2016_1139_1428,3.43E-01
2016_1139_1433,4.08E-01
2016_1139_1435,3.85E-01
2016_1139_1437,2.96E-01
2016_1139_1438,3.13E-01
2016_1139_1451,5.88E-01
2016_1139_1452,2.94E-01
2016_1139_1453,5.42E-01
2016_1139_1455,3.88E-01
2016_1139_1458,4.36E-01
2016_1139_1462,2.90E-01
2016_1139_1463,3.93E-01
2016_1143_1151,4.25E-01
2016_1143_1153,4.03E-01
2016_1143_1160,4.04E-01
2016_1143_1163,4.42E-01
2016_1143_1167,3.82E-01
2016_1143_1173,3.91E-01
2016_1143_1181,3.38E-01
2016_1143_1192,7.22E-01
2016_1143_1195,6.91E-01
2016_1143_1201,5.41E-01
2016_1143_1211,3.98E-01
2016_1143_1214,6.66E-01
2016_1143_1218,4.35E-01
2016_1143_1221,7.36E-01
2016_1143_1231,3.39E-01
2016_1143_1233,6.27E-01
2016_1143_1234,3.30E-01
2016_1143_1235,3.66E-01
2016_1143_1242,3.07E-01
2016_1143_1246,3.23E-01
2016_1143_1268,2.99E-01
2016_1143_1274,3.26E-01
2016_1143_1276,4.33E-01
2016_1143_1277,2.83E-01
2016_1143_1292,5.51E-01
2016_1143_1314,3.30E-01
2016_1143_1320,5.98E-01
2016_1143_1323,4.58E-01
2016_1143_1328,3.04E-01
2016_1143_1332,3.26E-01
2016_1143_1333,4.46E-01
2016_1143_1338,4.24E-01
2016_1143_1344,3.90E-01
2016_1143_1345,3.25E-01
2016_1143_1355,4.82E-01
2016_1143_1371,4.46E-01
2016_1143_1372,4.66E-01
2016_1143_1380,6.73E-01
2016_1143_1386,3.24E-01
2016_1143_1392,4.40E-01
2016_1143_1393,4.68E-01
2016_1143_1396,4.98E-01
2016_1143_1400,4.51E-01
2016_1143_1401,3.73E-01
2016_1143_1403,4.48E-01
2016_1143_1409,4.55E-01
2016_1143_1421,6.21E-01
2016_1143_1423,4.82E-01
2016_1143_1425,3.72E-01
2016_1143_1428,4.03E-01
2016_1143_1433,4.59E-01
2016_1143_1435,4.33E-01
2016_1143_1437,3.27E-01
2016_1143_1438,3.26E-01
2016_1143_1451,6.38E-01
2016_1143_1452,3.28E-01
2016_1143_1453,5.84E-01
2016_1143_1455,4.10E-01
2016_1143_1458,4.73E-01
2016_1143_1462,2.85E-01
2016_1143_1463,4.54E-01
2016_1151_1153,4.37E-01
2016_1151_1160,4.20E-01
2016_1151_1163,4.30E-01
2016_1151_1167,3.83E-01
2016_1151_1173,3.85E-01
2016_1151_1181,3.65E-01
2016_1151_1192,7.27E-01
2016_1151_1195,6.96E-01
2016_1151_1201,5.51E-01
2016_1151_1211,4.04E-01
2016_1151_1214,6.71E-01
2016_1151_1218,4.46E-01
2016_1151_1221,7.38E-01
2016_1151_1231,3.43E-01
2016_1151_1233,6.33E-01
2016_1151_1234,3.54E-01
2016_1151_1235,3.72E-01
2016_1151_1242,3.20E-01
2016_1151_1246,3.28E-01
2016_1151_1268,3.16E-01
2016_1151_1274,3.18E-01
2016_1151_1276,4.57E-01
2016_1151_1277,2.98E-01
2016_1151_1292,5.72E-01
2016_1151_1314,3.22E-01
2016_1151_1320,5.91E-01
2016_1151_1323,4.73E-01
2016_1151_1328,3.32E-01
2016_1151_1332,3.60E-01
2016_1151_1333,4.80E-01
2016_1151_1338,4.45E-01
2016_1151_1344,3.89E-01
2016_1151_1345,3.30E-01
2016_1151_1355,4.97E-01
2016_1151_1371,4.52E-01
2016_1151_1372,4.50E-01
2016_1151_1380,6.77E-01
2016_1151_1386,3.47E-01
2016_1151_1392,4.39E-01
2016_1151_1393,4.61E-01
2016_1151_1396,5.01E-01
2016_1151_1400,4.65E-01
2016_1151_1401,3.56E-01
2016_1151_1403,4.46E-01
2016_1151_1409,4.90E-01
2016_1151_1421,6.26E-01
2016_1151_1423,4.81E-01
2016_1151_1425,3.95E-01
2016_1151_1428,4.26E-01
2016_1151_1433,4.63E-01
2016_1151_1435,4.20E-01
2016_1151_1437,2.97E-01
2016_1151_1438,3.29E-01
2016_1151_1451,6.40E-01
2016_1151_1452,3.57E-01
2016_1151_1453,5.92E-01
2016_1151_1455,4.12E-01
2016_1151_1458,4.94E-01
2016_1151_1462,3.00E-01
2016_1151_1463,4.48E-01
2016_1153_1160,4.05E-01
2016_1153_1163,4.07E-01
2016_1153_1167,3.83E-01
2016_1153_1173,3.80E-01
2016_1153_1181,3.40E-01
2016_1153_1192,7.28E-01
2016_1153_1195,6.97E-01
2016_1153_1201,5.44E-01
2016_1153_1211,3.68E-01
2016_1153_1214,6.72E-01
2016_1153_1218,4.41E-01
2016_1153_1221,7.39E-01
2016_1153_1231,3.13E-01
2016_1153_1233,6.29E-01
2016_1153_1234,3.31E-01
2016_1153_1235,3.45E-01
2016_1153_1242,2.73E-01
2016_1153_1246,3.20E-01
2016_1153_1268,2.86E-01
2016_1153_1274,3.08E-01
2016_1153_1276,4.15E-01
2016_1153_1277,2.78E-01
2016_1153_1292,5.64E-01
2016_1153_1314,3.08E-01
2016_1153_1320,5.80E-01
2016_1153_1323,4.47E-01
2016_1153_1328,3.06E-01
2016_1153_1332,3.29E-01
2016_1153_1333,4.69E-01
2016_1153_1338,3.93E-01
2016_1153_1344,3.53E-01
2016_1153_1345,3.01E-01
2016_1153_1355,4.94E-01
2016_1153_1371,4.13E-01
2016_1153_1372,4.39E-01
2016_1153_1380,6.80E-01
2016_1153_1386,3.20E-01
2016_1153_1392,4.23E-01
2016_1153_1393,4.51E-01
2016_1153_1396,4.68E-01
2016_1153_1400,4.32E-01
2016_1153_1401,3.65E-01
2016_1153_1403,4.37E-01
2016_1153_1409,4.37E-01
2016_1153_1421,6.20E-01
2016_1153_1423,4.88E-01
2016_1153_1425,3.78E-01
2016_1153_1428,3.81E-01
2016_1153_1433,4.60E-01
2016_1153_1435,3.87E-01
2016_1153_1437,3.11E-01
2016_1153_1438,3.23E-01
2016_1153_1451,6.29E-01
2016_1153_1452,2.99E-01
2016_1153_1453,5.64E-01
2016_1153_1455,3.91E-01
2016_1153_1458,4.64E-01
2016_1153_1462,2.72E-01
2016_1153_1463,4.29E-01
2016_1160_1163,4.29E-01
2016_1160_1167,3.72E-01
2016_1160_1173,3.51E-01
2016_1160_1181,3.25E-01
2016_1160_1192,7.29E-01
2016_1160_1195,6.98E-01
2016_1160_1201,5.36E-01
2016_1160_1211,3.52E-01
2016_1160_1214,6.66E-01
2016_1160_1218,4.32E-01
2016_1160_1221,7.39E-01
2016_1160_1231,3.27E-01
2016_1160_1233,6.18E-01
2016_1160_1234,3.23E-01
2016_1160_1235,3.52E-01
2016_1160_1242,2.66E-01
2016_1160_1246,3.28E-01
2016_1160_1268,3.13E-01
2016_1160_1274,3.08E-01
2016_1160_1276,4.29E-01
2016_1160_1277,2.86E-01
2016_1160_1292,5.66E-01
2016_1160_1314,2.85E-01
2016_1160_1320,5.92E-01
2016_1160_1323,4.33E-01
2016_1160_1328,3.16E-01
2016_1160_1332,3.23E-01
2016_1160_1333,4.42E-01
2016_1160_1338,4.26E-01
2016_1160_1344,3.53E-01
2016_1160_1345,3.03E-01
2016_1160_1355,4.72E-01
2016_1160_1371,4.30E-01
2016_1160_1372,4.41E-01
2016_1160_1380,6.76E-01
2016_1160_1386,3.08E-01
2016_1160_1392,3.99E-01
2016_1160_1393,4.51E-01
2016_1160_1396,4.75E-01
2016_1160_1400,4.46E-01
2016_1160_1401,3.40E-01
2016_1160_1403,4.11E-01
2016_1160_1409,4.54E-01
2016_1160_1421,6.15E-01
2016_1160_1423,4.56E-01
2016_1160_1425,3.54E-01
2016_1160_1428,3.88E-01
2016_1160_1433,4.60E-01
2016_1160_1435,4.11E-01
2016_1160_1437,2.98E-01
2016_1160_1438,3.39E-01
2016_1160_1451,6.43E-01
2016_1160_1452,3.12E-01
2016_1160_1453,5.63E-01
2016_1160_1455,3.87E-01
2016_1160_1458,4.77E-01
2016_1160_1462,2.77E-01
2016_1160_1463,4.39E-01
2016_1163_1167,3.46E-01
2016_1163_1173,3.56E-01
2016_1163_1181,3.32E-01
2016_1163_1192,7.21E-01
2016_1163_1195,6.87E-01
2016_1163_1201,5.00E-01
2016_1163_1211,3.37E-01
2016_1163_1214,6.50E-01
2016_1163_1218,3.96E-01
2016_1163_1221,7.35E-01
2016_1163_1231,3.09E-01
2016_1163_1233,5.89E-01
2016_1163_1234,3.04E-01
2016_1163_1235,3.48E-01
2016_1163_1242,2.80E-01
2016_1163_1246,3.06E-01
2016_1163_1268,2.78E-01
2016_1163_1274,2.91E-01
2016_1163_1276,3.92E-01
2016_1163_1277,2.63E-01
2016_1163_1292,5.12E-01
2016_1163_1314,2.76E-01
2016_1163_1320,5.68E-01
2016_1163_1323,4.46E-01
2016_1163_1328,2.92E-01
2016_1163_1332,2.97E-01
2016_1163_1333,4.01E-01
2016_1163_1338,3.84E-01
2016_1163_1344,3.51E-01
2016_1163_1345,3.00E-01
2016_1163_1355,4.54E-01
2016_1163_1371,3.91E-01
2016_1163_1372,4.28E-01
2016_1163_1380,6.63E-01
2016_1163_1386,3.04E-01
2016_1163_1392,3.68E-01
2016_1163_1393,4.07E-01
2016_1163_1396,4.50E-01
2016_1163_1400,4.15E-01
2016_1163_1401,3.40E-01
2016_1163_1403,4.08E-01
2016_1163_1409,4.13E-01
2016_1163_1421,5.83E-01
2016_1163_1423,4.20E-01
2016_1163_1425,3.46E-01
2016_1163_1428,3.83E-01
2016_1163_1433,4.06E-01
2016_1163_1435,3.60E-01
2016_1163_1437,2.74E-01
2016_1163_1438,2.96E-01
2016_1163_1451,6.10E-01
2016_1163_1452,2.94E-01
2016_1163_1453,5.36E-01
2016_1163_1455,3.70E-01
2016_1163_1458,4.45E-01
2016_1163_1462,2.62E-01
2016_1163_1463,3.81E-01
2016_1167_1173,3.99E-01
2016_1167_1181,4.00E-01
2016_1167_1192,7.34E-01
2016_1167_1195,7.14E-01
2016_1167_1201,5.97E-01
2016_1167_1211,4.37E-01
2016_1167_1214,6.97E-01
2016_1167_1218,4.95E-01
2016_1167_1221,7.45E-01
2016_1167_1231,3.86E-01
2016_1167_1233,6.63E-01
2016_1167_1234,3.71E-01
2016_1167_1235,4.09E-01
2016_1167_1242,3.13E-01
2016_1167_1246,3.84E-01
2016_1167_1268,3.34E-01
2016_1167_1274,3.69E-01
2016_1167_1276,4.83E-01
2016_1167_1277,3.12E-01
2016_1167_1292,6.05E-01
2016_1167_1314,3.52E-01
2016_1167_1320,6.42E-01
2016_1167_1323,5.01E-01
2016_1167_1328,3.32E-01
2016_1167_1332,3.78E-01
2016_1167_1333,5.09E-01
2016_1167_1338,4.85E-01
2016_1167_1344,4.12E-01
2016_1167_1345,3.38E-01
2016_1167_1355,5.60E-01
2016_1167_1371,4.77E-01
2016_1167_1372,5.02E-01
2016_1167_1380,7.01E-01
2016_1167_1386,3.86E-01
2016_1167_1392,4.93E-01
2016_1167_1393,5.25E-01
2016_1167_1396,5.44E-01
2016_1167_1400,4.90E-01
2016_1167_1401,3.96E-01
2016_1167_1403,4.97E-01
2016_1167_1409,5.18E-01
2016_1167_1421,6.57E-01
2016_1167_1423,5.46E-01
2016_1167_1425,4.01E-01
2016_1167_1428,4.54E-01
2016_1167_1433,5.28E-01
2016_1167_1435,4.53E-01
2016_1167_1437,3.34E-01
2016_1167_1438,3.54E-01
2016_1167_1451,6.69E-01
2016_1167_1452,3.67E-01
2016_1167_1453,6.24E-01
2016_1167_1455,4.71E-01
2016_1167_1458,5.28E-01
2016_1167_1462,3.06E-01
2016_1167_1463,4.75E-01
2016_1173_1181,3.95E-01
2016_1173_1192,7.40E-01
2016_1173_1195,7.19E-01
2016_1173_1201,6.20E-01
2016_1173_1211,4.75E-01
2016_1173_1214,7.05E-01
2016_1173_1218,5.13E-01
2016_1173_1221,7.46E-01
2016_1173_1231,4.08E-01
2016_1173_1233,6.76E-01
2016_1173_1234,4.13E-01
2016_1173_1235,4.53E-01
2016_1173_1242,3.24E-01
2016_1173_1246,3.63E-01
2016_1173_1268,3.75E-01
2016_1173_1274,3.65E-01
2016_1173_1276,5.31E-01
2016_1173_1277,3.60E-01
2016_1173_1292,6.31E-01
2016_1173_1314,3.67E-01
2016_1173_1320,6.54E-01
2016_1173_1323,5.27E-01
2016_1173_1328,3.69E-01
2016_1173_1332,3.94E-01
2016_1173_1333,5.39E-01
2016_1173_1338,5.13E-01
2016_1173_1344,4.63E-01
2016_1173_1345,3.68E-01
2016_1173_1355,5.86E-01
2016_1173_1371,5.32E-01
2016_1173_1372,5.55E-01
2016_1173_1380,7.08E-01
2016_1173_1386,3.67E-01
2016_1173_1392,4.83E-01
2016_1173_1393,5.56E-01
2016_1173_1396,5.72E-01
2016_1173_1400,5.25E-01
2016_1173_1401,4.10E-01
2016_1173_1403,5.16E-01
2016_1173_1409,5.47E-01
2016_1173_1421,6.75E-01
2016_1173_1423,5.73E-01
2016_1173_1425,4.61E-01
2016_1173_1428,5.02E-01
2016_1173_1433,5.54E-01
2016_1173_1435,4.82E-01
2016_1173_1437,3.49E-01
2016_1173_1438,3.81E-01
2016_1173_1451,6.82E-01
2016_1173_1452,3.74E-01
2016_1173_1453,6.31E-01
2016_1173_1455,4.96E-01
2016_1173_1458,5.54E-01
2016_1173_1462,3.03E-01
2016_1173_1463,5.02E-01
2016_1181_1192,7.37E-01
2016_1181_1195,7.16E-01
2016_1181_1201,5.82E-01
2016_1181_1211,4.21E-01
2016_1181_1214,6.90E-01
2016_1181_1218,4.71E-01
2016_1181_1221,7.46E-01
2016_1181_1231,3.77E-01
2016_1181_1233,6.52E-01
2016_1181_1234,3.71E-01
2016_1181_1235,3.87E-01
2016_1181_1242,3.09E-01
2016_1181_1246,3.72E-01
2016_1181_1268,3.23E-01
2016_1181_1274,3.42E-01
2016_1181_1276,4.90E-01
2016_1181_1277,3.13E-01
2016_1181_1292,5.85E-01
2016_1181_1314,3.45E-01
2016_1181_1320,6.27E-01
2016_1181_1323,4.92E-01
2016_1181_1328,3.37E-01
2016_1181_1332,3.43E-01
2016_1181_1333,4.76E-01
2016_1181_1338,4.70E-01
2016_1181_1344,4.24E-01
2016_1181_1345,3.52E-01
2016_1181_1355,5.22E-01
2016_1181_1371,4.63E-01
2016_1181_1372,4.82E-01
2016_1181_1380,6.94E-01
2016_1181_1386,3.65E-01
2016_1181_1392,4.53E-01
2016_1181_1393,5.12E-01
2016_1181_1396,5.25E-01
2016_1181_1400,4.73E-01
2016_1181_1401,4.08E-01
2016_1181_1403,4.66E-01
2016_1181_1409,4.97E-01
2016_1181_1421,6.44E-01
